,card,exp,issuer,year
677,5456282284833532,08/2023,MC,2023
678,4645179267536394,10/2023,VISA,2023
679,5373157377548561,03/2024,MC,2024
680,4984591414726281,09/2023,VISA,2023
681,4692516919871772,10/2023,VISA,2023
682,4818245243315665,05/2023,VISA,2023
683,5552752122573949,11/2023,MC,2023
684,348282131278645,05/2023,AMEX,2023
685,5438187456583976,09/2023,MC,2023
686,5154851542531115,07/2023,MC,2023
687,5226165857548513,04/2023,MC,2023
688,4429122431761672,06/2023,VISA,2023
689,5345464954841467,08/2023,MC,2023
690,5452354374814633,10/2023,MC,2023
691,5354958286366794,08/2023,MC,2023
692,4335469922567172,01/2024,VISA,2024
693,5529324836616727,11/2023,MC,2023
694,4272678686173689,08/2023,VISA,2023
695,4917285944744995,02/2024,VISA,2024
696,5295854316596884,04/2023,MC,2023
697,4538935588832253,08/2023,VISA,2023
698,348572336577282,09/2023,AMEX,2023
699,5576423381819876,10/2023,MC,2023
700,5543412733244834,02/2024,MC,2024
701,4335188498116186,03/2024,VISA,2024
702,5175525868431358,10/2023,MC,2023
703,364926932823434,12/2023,AMEX,2023
704,5265788121735574,11/2023,MC,2023
705,4794897634771183,09/2023,VISA,2023
706,5112412867544638,06/2023,MC,2023
707,377983619975818,08/2023,AMEX,2023
708,4864427631969799,06/2023,VISA,2023
709,4881377596994325,10/2023,VISA,2023
710,4652668953396717,11/2023,VISA,2023
711,5356432217679871,04/2024,MC,2024
712,4236552834749325,10/2023,VISA,2023
713,4257365991875724,04/2024,VISA,2024
714,4615381719368436,05/2023,VISA,2023
715,5264939781888721,08/2023,MC,2023
716,5553644197161776,07/2023,MC,2023
717,366429763377784,01/2024,AMEX,2024
718,5311163618319411,06/2023,MC,2023
719,4284238471516521,11/2023,VISA,2023
720,6011463197114329,11/2023,DISC,2023
721,5199345949217268,05/2023,MC,2023
722,4851981582466812,05/2023,VISA,2023
723,4473348491388123,04/2024,VISA,2024
724,371564379441153,12/2023,AMEX,2023
725,4961355284725923,12/2023,VISA,2023
726,4476322486678373,06/2023,VISA,2023
727,5165254447273627,04/2024,MC,2024
728,4215485772759342,06/2023,VISA,2023
729,4697968961319934,03/2024,VISA,2024
730,4363438478418879,07/2023,VISA,2023
731,4753924522398124,10/2023,VISA,2023
732,6011915137662691,12/2023,DISC,2023
733,4567578662136268,11/2023,VISA,2023
734,4254463698539793,01/2024,VISA,2024
735,4964293155562652,07/2023,VISA,2023
736,5546697687548746,03/2024,MC,2024
737,4514456627487999,04/2023,VISA,2023
738,5333129845412562,09/2023,MC,2023
739,5547992952643135,04/2024,MC,2024
740,5536536528778793,05/2023,MC,2023
741,4398616737473418,11/2023,VISA,2023
742,5419468724883254,07/2023,MC,2023
743,351976655441398,04/2024,AMEX,2024
744,345633145331148,10/2023,AMEX,2023
745,5142359718151739,08/2023,MC,2023
746,4148494256667148,03/2024,VISA,2024
747,4172123791579711,02/2024,VISA,2024
748,4857444197415892,04/2024,VISA,2024
749,377717717617496,04/2024,AMEX,2024
750,378844587228243,07/2023,AMEX,2023
751,353459767315287,06/2023,AMEX,2023
752,5188327831556121,10/2023,MC,2023
753,4288474551777834,10/2023,VISA,2023
754,348537869788796,06/2023,AMEX,2023
755,4287681583199511,02/2024,VISA,2024
756,6011819646238896,11/2023,DISC,2023
757,4153753163894174,04/2024,VISA,2024
758,366475545713523,05/2023,AMEX,2023
759,5453417243244255,04/2024,MC,2024
760,5345824648965511,03/2024,MC,2024
761,5545847251349168,10/2023,MC,2023
762,5546125255216975,12/2023,MC,2023
763,4981367711991438,02/2024,VISA,2024
764,4792857426278799,01/2024,VISA,2024
765,5145397218866858,09/2023,MC,2023
766,4535582946919241,10/2023,VISA,2023
767,4739337855539561,09/2023,VISA,2023
768,4264173428682262,08/2023,VISA,2023
769,4444174897434493,09/2023,VISA,2023
770,5329527257771878,08/2023,MC,2023
771,4811844124727159,01/2024,VISA,2024
772,369845166994981,01/2024,AMEX,2024
773,4945366556332695,02/2024,VISA,2024
774,5173945441119589,06/2023,MC,2023
775,4328837778633927,05/2024,VISA,2024
776,4243966773248555,05/2024,VISA,2024
777,352728462889288,09/2023,AMEX,2023
778,4213254558613566,08/2023,VISA,2023
779,4651427932981995,12/2023,VISA,2023
780,4352614272919717,12/2023,VISA,2023
781,4271495659239749,09/2023,VISA,2023
782,4423711129288489,11/2023,VISA,2023
783,4547813886715992,03/2024,VISA,2024
784,5518792714793375,05/2024,MC,2024
785,4296445652346752,01/2024,VISA,2024
786,5562539541477283,05/2023,MC,2023
787,349683711417488,02/2024,AMEX,2024
788,5152111992347856,03/2024,MC,2024
789,4564125152465154,11/2023,VISA,2023
790,5441432397247728,04/2024,MC,2024
791,5153811658846955,07/2023,MC,2023
792,4379222318241853,05/2023,VISA,2023
793,356924177397263,03/2024,AMEX,2024
794,4165618553188295,08/2023,VISA,2023
795,6011581249818256,03/2024,DISC,2024
796,4141271479933268,12/2023,VISA,2023
797,4531361689646384,11/2023,VISA,2023
798,4825493638639734,05/2023,VISA,2023
799,4439658328619638,03/2024,VISA,2024
800,5526128265776925,04/2024,MC,2024
801,6011295487454365,12/2023,DISC,2023
802,4779451795787676,02/2024,VISA,2024
803,5216649234527599,07/2023,MC,2023
804,367997969477441,05/2024,AMEX,2024
805,5531591274398929,05/2024,MC,2024
806,5154921445662539,04/2024,MC,2024
807,5355733595594264,06/2023,MC,2023
808,5274623814734288,03/2024,MC,2024
809,5369451977238236,05/2023,MC,2023
810,379566692399499,06/2023,AMEX,2023
811,4636832463379743,08/2023,VISA,2023
812,4115793987669896,01/2024,VISA,2024
813,4898271958356671,05/2023,VISA,2023
814,6011912835865858,01/2024,DISC,2024
815,5511153888162151,02/2024,MC,2024
816,343586923577757,07/2023,AMEX,2023
817,5478416474987187,05/2023,MC,2023
818,5198479915422759,07/2023,MC,2023
819,5127845792429529,03/2024,MC,2024
820,376853214761734,07/2023,AMEX,2023
821,5359372217294569,10/2023,MC,2023
822,6011784253122397,04/2024,DISC,2024
823,4716782784512527,05/2024,VISA,2024
824,4276738193894999,05/2024,VISA,2024
825,5363451972263425,11/2023,MC,2023
826,5458712959922127,07/2023,MC,2023
827,6011362583979982,10/2023,DISC,2023
828,4935833492324427,08/2023,VISA,2023
829,5297687521769518,03/2024,MC,2024
830,5463379889285257,06/2023,MC,2023
831,5249898864295834,02/2024,MC,2024
832,5323538621574779,05/2024,MC,2024
833,377659327738785,08/2023,AMEX,2023
834,5534813975755257,10/2023,MC,2023
835,6011795251625413,03/2024,DISC,2024
836,4239546468131617,04/2024,VISA,2024
837,378183772991582,02/2024,AMEX,2024
838,5525571571968119,06/2023,MC,2023
839,4527622144633499,06/2023,VISA,2023
840,6011494751263731,11/2023,DISC,2023
841,354128966244866,09/2023,AMEX,2023
842,4965362546135152,05/2024,VISA,2024
843,6011254759782482,06/2024,DISC,2024
844,4751812319652799,04/2024,VISA,2024
845,5177765865278919,09/2023,MC,2023
846,4592661918538328,06/2024,VISA,2024
847,6011195986821132,01/2024,DISC,2024
848,5547413124847363,05/2024,MC,2024
849,4738256673483516,04/2024,VISA,2024
850,373894445945764,01/2024,AMEX,2024
851,5167293789322442,02/2024,MC,2024
852,5366888994827256,11/2023,MC,2023
853,5126159988674372,04/2024,MC,2024
854,6011564984216316,06/2024,DISC,2024
855,4361413191762772,05/2024,VISA,2024
856,6011461535451593,07/2023,DISC,2023
857,4396345737712839,08/2023,VISA,2023
858,5515934388858885,02/2024,MC,2024
859,6011342129149589,12/2023,DISC,2023
860,373973398931599,06/2024,AMEX,2024
861,4279859836641972,01/2024,VISA,2024
862,6011716293886375,04/2024,DISC,2024
863,342318274616948,12/2023,AMEX,2023
864,5576971233281984,04/2024,MC,2024
865,351438314229292,11/2023,AMEX,2023
866,344132577294891,04/2024,AMEX,2024
867,379387771629387,03/2024,AMEX,2024
868,5259654412371644,11/2023,MC,2023
869,4694329548218532,08/2023,VISA,2023
870,4544765937963778,07/2023,VISA,2023
871,4622648157198538,11/2023,VISA,2023
872,377629758114335,03/2024,AMEX,2024
873,5444464564345644,08/2023,MC,2023
874,5178612855967847,05/2024,MC,2024
875,5393668754857876,01/2024,MC,2024
876,5152642161282235,10/2023,MC,2023
877,5162381253554452,06/2023,MC,2023
878,4219272516298985,06/2023,VISA,2023
879,4258446891641751,12/2023,VISA,2023
880,6011954224667586,05/2024,DISC,2024
881,4266369339898389,08/2023,VISA,2023
882,4313684729847413,09/2023,VISA,2023
883,5586138627587495,11/2023,MC,2023
884,5116898662218335,09/2023,MC,2023
885,6011299569748595,06/2023,DISC,2023
886,5283534339255379,07/2023,MC,2023
887,5265943773568779,06/2023,MC,2023
888,5117884546715414,02/2024,MC,2024
889,5112166263188578,03/2024,MC,2024
890,48475258216576610,12/2023,VISA,2023
891,5114472733521218,07/2023,MC,2023
892,5291675369494444,06/2023,MC,2023
893,363194763219773,11/2023,AMEX,2023
894,5374146847144274,04/2024,MC,2024
895,5558348123697896,06/2024,MC,2024
896,4525555615683712,03/2024,VISA,2024
897,6011272541136452,10/2023,DISC,2023
898,5458926577138417,03/2024,MC,2024
899,4173734536991729,04/2024,VISA,2024
900,4525423738392911,05/2024,VISA,2024
901,5163482289527188,12/2023,MC,2023
902,4582583767741641,09/2023,VISA,2023
903,4373195934135996,12/2023,VISA,2023
904,6011633781932134,07/2024,DISC,2024
905,4592382142759537,04/2024,VISA,2024
906,4759146223534476,08/2023,VISA,2023
907,6011916628812845,04/2024,DISC,2024
908,4451411238713429,06/2024,VISA,2024
909,5114337862636519,09/2023,MC,2023
910,51356529913957610,09/2023,MC,2023
911,4364372297399219,02/2024,VISA,2024
912,5529366231294873,10/2023,MC,2023
913,5166293412613556,10/2023,MC,2023
914,5534688135289482,05/2024,MC,2024
915,5526862674953929,02/2024,MC,2024
916,4421131633474735,10/2023,VISA,2023
917,5448666928126819,07/2024,MC,2024
918,4412153331346123,11/2023,VISA,2023
919,5552414182594329,06/2024,MC,2024
920,5354823571538897,02/2024,MC,2024
921,4638333731818537,12/2023,VISA,2023
922,5589332399752448,03/2024,MC,2024
923,5173821549566726,08/2023,MC,2023
924,4447614262298939,06/2024,VISA,2024
925,351588949171655,07/2023,AMEX,2023
926,5157128646993955,07/2023,MC,2023
927,6011151882563419,10/2023,DISC,2023
928,377788865249713,03/2024,AMEX,2024
929,376993782886925,10/2023,AMEX,2023
930,4446595756261734,09/2023,VISA,2023
931,4919286496575637,06/2024,VISA,2024
932,5462931955696246,07/2024,MC,2024
933,5581413588559337,01/2024,MC,2024
934,5586123779384479,07/2024,MC,2024
935,4612428358234313,05/2024,VISA,2024
936,5571975219976652,11/2023,MC,2023
937,5449552419136237,01/2024,MC,2024
938,4657487372983228,11/2023,VISA,2023
939,5421729988884585,09/2023,MC,2023
940,5119656913945925,07/2024,MC,2024
941,5523717223123668,06/2024,MC,2024
942,5457894484329365,01/2024,MC,2024
943,6011141546793544,07/2023,DISC,2023
944,5376654423855344,08/2023,MC,2023
945,5142221748182425,10/2023,MC,2023
946,4942767433574545,02/2024,VISA,2024
947,5196185345643326,09/2023,MC,2023
948,4499946894765118,11/2023,VISA,2023
949,6011293749945353,04/2024,DISC,2024
950,377347786731174,06/2024,AMEX,2024
951,371135266639199,11/2023,AMEX,2023
952,5254842289483882,08/2023,MC,2023
953,5187133225216624,12/2023,MC,2023
954,345532891595213,10/2023,AMEX,2023
955,5339818956353847,12/2023,MC,2023
956,5212942612855474,06/2024,MC,2024
957,5528317256942996,01/2024,MC,2024
958,5482324285813655,08/2023,MC,2023
959,4912513427494985,02/2024,VISA,2024
960,4255137485191781,01/2024,VISA,2024
961,4851694565627843,02/2024,VISA,2024
962,5519554471321256,04/2024,MC,2024
963,5495619624436174,11/2023,MC,2023
964,5278667345611313,11/2023,MC,2023
965,4692986397568648,02/2024,VISA,2024
966,6011334785412252,11/2023,DISC,2023
967,5118246445837674,05/2024,MC,2024
968,4714669449955336,02/2024,VISA,2024
969,369341291781444,05/2024,AMEX,2024
970,5215224975179579,04/2024,MC,2024
971,5163495694327218,06/2024,MC,2024
972,4215916654754357,05/2024,VISA,2024
973,4555375524179279,10/2023,VISA,2023
974,6011657128143899,08/2023,DISC,2023
975,348158635271494,02/2024,AMEX,2024
976,5244974796981893,04/2024,MC,2024
977,4153247981493269,11/2023,VISA,2023
978,5239237624184594,02/2024,MC,2024
979,5132567757643224,01/2024,MC,2024
980,5417361264526346,05/2024,MC,2024
981,5268674442888275,03/2024,MC,2024
982,5568831751344574,03/2024,MC,2024
983,5169168314687485,11/2023,MC,2023
984,368977412412731,05/2024,AMEX,2024
985,4279418961141173,06/2024,VISA,2024
986,5347627562556846,11/2023,MC,2023
987,5245149957632879,05/2024,MC,2024
988,4615818789791237,09/2023,VISA,2023
989,344615572526135,07/2024,AMEX,2024
990,5556518384277636,10/2023,MC,2023
991,5455169675465878,01/2024,MC,2024
992,361543884415243,09/2023,AMEX,2023
993,5319947888896955,04/2024,MC,2024
994,4513799246277114,12/2023,VISA,2023
995,6011172365521146,01/2024,DISC,2024
996,5324427386821113,07/2024,MC,2024
997,344337379169593,07/2024,AMEX,2024
998,5441456435623699,09/2023,MC,2023
999,4521696448289899,02/2024,VISA,2024
1000,4328496722854798,07/2024,VISA,2024
1001,356869847645353,06/2024,AMEX,2024
1002,5455121529253372,05/2024,MC,2024
1003,5376518588435947,01/2024,MC,2024
1004,4138242976245436,06/2024,VISA,2024
1005,4957786664928412,08/2023,VISA,2023
1006,5235886164372292,03/2024,MC,2024
1007,5484694946148347,08/2024,MC,2024
1008,4139721737182573,05/2024,VISA,2024
1009,5424154911983247,03/2024,MC,2024
1010,5413197846998221,04/2024,MC,2024
1011,346439698279745,07/2024,AMEX,2024
1012,6011635579722775,04/2024,DISC,2024
1013,5577969995852942,06/2024,MC,2024
1014,4417654459588367,04/2024,VISA,2024
1015,5514265165429959,09/2023,MC,2023
1016,348863788293118,01/2024,AMEX,2024
1017,371424991654271,02/2024,AMEX,2024
1018,346934272116917,08/2024,AMEX,2024
1019,5224916894787684,08/2023,MC,2023
1020,5125136599428217,12/2023,MC,2023
1021,6011697439442929,03/2024,DISC,2024
1022,5394459831861589,10/2023,MC,2023
1023,5559842585376691,04/2024,MC,2024
1024,53779918321523210,03/2024,MC,2024
1025,6011818591468474,03/2024,DISC,2024
1026,371356237815987,06/2024,AMEX,2024
1027,4273352923718941,02/2024,VISA,2024
1028,5122224877796498,01/2024,MC,2024
1029,5237249563511317,03/2024,MC,2024
1030,369384238157799,08/2023,AMEX,2023
1031,5361868158617763,10/2023,MC,2023
1032,4957916572461426,05/2024,VISA,2024
1033,378824416311196,06/2024,AMEX,2024
1034,4618428354291162,05/2024,VISA,2024
1035,6011697629632461,02/2024,DISC,2024
1036,5231935667526724,05/2024,MC,2024
1037,4641319564542398,03/2024,VISA,2024
1038,368949691232783,12/2023,AMEX,2023
1039,6011535332538999,07/2024,DISC,2024
1040,5424525938114942,09/2023,MC,2023
1041,4134394874793514,02/2024,VISA,2024
1042,4756691799428861,02/2024,VISA,2024
1043,6011484636271272,06/2024,DISC,2024
1044,5229253659583842,11/2023,MC,2023
1045,4883772942517671,08/2024,VISA,2024
1046,4829384567291579,11/2023,VISA,2023
1047,4597714636768662,11/2023,VISA,2023
1048,5597332169834186,11/2023,MC,2023
1049,6011785852898717,05/2024,DISC,2024
1050,5373162173919784,03/2024,MC,2024
1051,4927439432535377,10/2023,VISA,2023
1052,375598756971172,01/2024,AMEX,2024
1053,4293448492589774,08/2024,VISA,2024
1054,4164358455354437,08/2024,VISA,2024
1055,4462914317344112,01/2024,VISA,2024
1056,371264999761292,10/2023,AMEX,2023
1057,4675224474886548,10/2023,VISA,2023
1058,5326535643957575,08/2024,MC,2024
1059,6011673854783345,05/2024,DISC,2024
1060,4653481365852171,07/2024,VISA,2024
1061,4396926314669961,05/2024,VISA,2024
1062,4744957973425733,03/2024,VISA,2024
1063,5586555261768646,01/2024,MC,2024
1064,4138642525649949,06/2024,VISA,2024
1065,4835214784923864,06/2024,VISA,2024
1066,4729581311622352,01/2024,VISA,2024
1067,354764425175331,12/2023,AMEX,2023
1068,357334478817671,08/2024,AMEX,2024
1069,4686359734634192,05/2024,VISA,2024
1070,4223533286289742,01/2024,VISA,2024
1071,6011815445153526,05/2024,DISC,2024
1072,6011645137978496,08/2024,DISC,2024
1073,5294154136134854,10/2023,MC,2023
1074,343977838693476,11/2023,AMEX,2023
1075,5237679194148594,04/2024,MC,2024
1076,4447582836782334,09/2023,VISA,2023
1077,4174725632143115,04/2024,VISA,2024
1078,5467677683979397,10/2023,MC,2023
1079,6011741964956786,05/2024,DISC,2024
1080,4385458317113972,09/2023,VISA,2023
1081,4176962822346178,09/2023,VISA,2023
1082,372669715188522,08/2024,AMEX,2024
1083,4528257156639156,12/2023,VISA,2023
1084,5129446871479523,03/2024,MC,2024
1085,4449798914376611,02/2024,VISA,2024
1086,379779756855799,05/2024,AMEX,2024
1087,378155228534281,06/2024,AMEX,2024
1088,369144512328411,10/2023,AMEX,2023
1089,4728737797518693,12/2023,VISA,2023
1090,5156512467758491,02/2024,MC,2024
1091,4415331366163822,09/2024,VISA,2024
1092,359531964941877,07/2024,AMEX,2024
1093,6011533559725738,11/2023,DISC,2023
1094,4159672435191231,08/2024,VISA,2024
1095,5475474195849486,02/2024,MC,2024
1096,4255275418335941,11/2023,VISA,2023
1097,5263966154749355,04/2024,MC,2024
1098,4287488464718132,09/2023,VISA,2023
1099,5482431835283949,07/2024,MC,2024
1100,6011317289139646,07/2024,DISC,2024
1101,6011723388545593,04/2024,DISC,2024
1102,52243266962922410,02/2024,MC,2024
1103,358579193797355,09/2024,AMEX,2024
1104,5449318875433694,02/2024,MC,2024
1105,5413638853811252,11/2023,MC,2023
1106,5578484243755557,10/2023,MC,2023
1107,5259237299839261,09/2023,MC,2023
1108,4697734944347198,01/2024,VISA,2024
1109,4837978188287336,03/2024,VISA,2024
1110,5179578756428842,08/2024,MC,2024
1111,5574215995139655,05/2024,MC,2024
1112,4925849458871641,09/2024,VISA,2024
1113,6011754768139525,01/2024,DISC,2024
1114,4925364159284284,09/2023,VISA,2023
1115,375577918757638,05/2024,AMEX,2024
1116,5142832159328826,11/2023,MC,2023
1117,5467134239429212,11/2023,MC,2023
1118,4227429645593898,07/2024,VISA,2024
1119,353151524957994,09/2023,AMEX,2023
1120,4824182455314445,09/2024,VISA,2024
1121,5514432411386686,04/2024,MC,2024
1122,5446436739824933,05/2024,MC,2024
1123,372697168657255,02/2024,AMEX,2024
1124,5217456574944791,06/2024,MC,2024
1125,345719617936397,03/2024,AMEX,2024
1126,347762216671427,09/2024,AMEX,2024
1127,6011155743896512,02/2024,DISC,2024
1128,372791552218186,04/2024,AMEX,2024
1129,351149877746578,09/2024,AMEX,2024
1130,4132742155228711,10/2024,VISA,2024
1131,5111483687156979,08/2024,MC,2024
1132,4284216272315277,03/2024,VISA,2024
1133,5436346117516393,08/2024,MC,2024
1134,4577325833412964,04/2024,VISA,2024
1135,6011932123346916,06/2024,DISC,2024
1136,4641684658865777,01/2024,VISA,2024
1137,5521868658898597,01/2024,MC,2024
1138,5315348874376421,09/2024,MC,2024
1139,5249285249775377,11/2023,MC,2023
1140,5568548998582598,05/2024,MC,2024
1141,4212731641512153,09/2024,VISA,2024
1142,354549519814618,02/2024,AMEX,2024
1143,374112888343838,06/2024,AMEX,2024
1144,5562185932293937,06/2024,MC,2024
1145,4652727159431528,09/2024,VISA,2024
1146,5553193178689637,07/2024,MC,2024
1147,5261638164452591,01/2024,MC,2024
1148,375817598434292,02/2024,AMEX,2024
1149,4588723636149287,02/2024,VISA,2024
1150,4773657235175456,11/2023,VISA,2023
1151,5589153698985848,09/2024,MC,2024
1152,4883138253217634,01/2024,VISA,2024
1153,373178651291992,07/2024,AMEX,2024
1154,54164349322119710,08/2024,MC,2024
1155,5499325331266146,11/2023,MC,2023
1156,4597461528354231,02/2024,VISA,2024
1157,5281762644549358,10/2024,MC,2024
1158,6011651656187527,10/2023,DISC,2023
1159,5314242777834118,09/2024,MC,2024
1160,379122757551739,07/2024,AMEX,2024
1161,362796524652737,01/2024,AMEX,2024
1162,5595937127337254,10/2023,MC,2023
1163,4587681287116461,02/2024,VISA,2024
1164,4611869442663341,03/2024,VISA,2024
1165,5256158784135952,01/2024,MC,2024
1166,5345299841563969,10/2023,MC,2023
1167,4787436178582513,01/2024,VISA,2024
1168,4146237655435969,07/2024,VISA,2024
1169,5522224373358831,01/2024,MC,2024
1170,5488516784214814,05/2024,MC,2024
1171,4929937567516177,10/2024,VISA,2024
1172,5117728696866925,01/2024,MC,2024
1173,5113616827522794,06/2024,MC,2024
1174,5567779313592571,04/2024,MC,2024
1175,4927928511113833,06/2024,VISA,2024
1176,4976585697781336,06/2024,VISA,2024
1177,5439141458586445,02/2024,MC,2024
1178,372874231689314,11/2023,AMEX,2023
1179,5479522454966361,06/2024,MC,2024
